Date,Open,High,Low,Close,Adj Close,Volume
02-06-2022,218.589996,224.410004,218.25,221.520004,217.734634,1642100
03-06-2022,219.889999,221.270004,217.740005,218.699997,214.962814,1379600
06-06-2022,221,225.149994,219.949997,222.850006,219.041916,1562900
07-06-2022,218.929993,221.970001,216.589996,221.369995,217.587189,1115100
08-06-2022,217.880005,220.529999,215.729996,217.169998,213.458954,1556300
09-06-2022,217.199997,221.360001,215.399994,217,213.29187,1846500
10-06-2022,214.139999,215.119995,206.630005,206.770004,203.236694,2263300
13-06-2022,201.5,205.050003,198.419998,200.979996,197.545624,1983000
14-06-2022,220.399994,232.289993,219.580002,229.949997,226.020569,13008700
15-06-2022,230.75,239.210007,229.350006,232.779999,228.802216,5035800
16-06-2022,226.360001,227.419998,223.410004,225.309998,221.459869,3063700
17-06-2022,224.100006,231.429993,222.860001,229.899994,225.971436,5287600
21-06-2022,234.149994,236.5,228.860001,230.520004,226.580856,2342200
22-06-2022,227.149994,231.75,227.139999,229.020004,225.106461,2033600
23-06-2022,229.5,230.25,224.360001,228.130005,224.231674,4305100
24-06-2022,237.020004,248.759995,236.339996,243.240005,240.294815,8395200
27-06-2022,246.940002,247.929993,240.199997,240.470001,237.55835,2536800
28-06-2022,244,248.149994,239.619995,240.089996,237.182938,2587800
29-06-2022,241,242,226.699997,233.809998,230.978973,3736800
30-06-2022,229.639999,230.910004,222.979996,226.710007,223.964951,3676800
01-07-2022,222.589996,224.589996,217.710007,223.610001,220.902496,2591700
05-07-2022,220.600006,230.970001,218.720001,229.610001,226.829849,2862700
06-07-2022,227.940002,230.169998,225.009995,227.720001,224.962723,1674200
07-07-2022,230.190002,231.860001,225.740005,231.350006,228.548782,1626000
08-07-2022,232.210007,232.929993,228,230.490005,227.699188,1092600
11-07-2022,228.649994,231.25,223.839996,224.190002,221.475464,1717700
12-07-2022,223.330002,227.520004,221.800003,222.979996,220.280106,2058700
13-07-2022,220.660004,220.919998,214.880005,216.130005,213.513062,1992500
14-07-2022,211.809998,214.460007,210.410004,214.289993,211.695328,1533600
15-07-2022,217.270004,218.720001,215.009995,217.830002,215.192474,1260600
18-07-2022,219.110001,221.75,217.100006,217.979996,215.340652,1513700
19-07-2022,219.580002,226.130005,218.830002,225.429993,222.700439,1378600
20-07-2022,225.919998,228.550003,224.240005,227.660004,224.903458,1351500
21-07-2022,226.449997,228.389999,225.710007,227.660004,224.903458,1006500
22-07-2022,228.800003,230.309998,225.389999,227.300003,224.547806,1445800
25-07-2022,229.479996,230.580002,226.820007,228.169998,225.407272,974800
26-07-2022,223,226.649994,221.110001,224.869995,222.147217,1559900
27-07-2022,225.610001,228.839996,221.669998,227.630005,224.87381,1221800
28-07-2022,228.009995,230.320007,227.300003,229.809998,227.027405,1396200
29-07-2022,229.119995,233.979996,225.869995,233.089996,230.2677,2013700
01-08-2022,232.059998,239.740005,232,237.699997,234.821869,1905900
02-08-2022,235.880005,236.639999,231.529999,233.270004,230.445526,1428500
03-08-2022,234.850006,236.089996,231.729996,233.190002,230.366501,1039700
04-08-2022,233.789993,236.309998,233.350006,236.100006,233.241257,1082900
05-08-2022,234.660004,238.869995,233.5,234.889999,232.045914,1507300
08-08-2022,236,236.160004,228.539993,229.020004,226.246994,1860200
09-08-2022,227.919998,227.919998,222.860001,224.970001,222.246017,1934200
10-08-2022,229.820007,234.550003,229.009995,232.449997,229.635437,2185900
11-08-2022,233.490005,234,228.5,229.240005,226.464325,2041600
12-08-2022,230.070007,230.740005,227.860001,230.679993,227.886871,1680700
15-08-2022,229.039993,234.179993,228.949997,233.210007,230.386261,1575900
16-08-2022,233.139999,240.899994,232.660004,238.220001,235.335587,2189400
17-08-2022,235.419998,236.809998,232.839996,233.419998,230.593704,1190600
18-08-2022,233.240005,235.399994,232,234.869995,232.026138,993900
19-08-2022,234.169998,234.539993,230.240005,231.729996,228.924164,1259200
22-08-2022,227.380005,227.899994,222.899994,223.570007,220.862976,1867300
23-08-2022,223.339996,226.339996,222.949997,225.259995,222.532501,1021200
24-08-2022,224.880005,227.410004,222.899994,226.059998,223.32283,1104200
25-08-2022,226.820007,228.970001,225.009995,228.029999,225.268967,1163900
26-08-2022,228.380005,229.399994,218.020004,218.160004,215.518478,1547900
29-08-2022,216.199997,218.440002,214.740005,216.729996,214.105789,1213000
30-08-2022,218.339996,218.990005,212.610001,213.479996,210.895142,1420400
31-08-2022,214.429993,214.990005,210.419998,210.809998,208.257477,1718200
01-09-2022,209.449997,212.100006,206.970001,211.860001,210.442749,1582400
02-09-2022,214.199997,214.410004,207.229996,208.720001,207.323761,1422700
06-09-2022,204.990005,206.899994,202.330002,204.169998,202.804199,2359200
07-09-2022,201.399994,202.369995,196.889999,201.619995,200.271255,3098800
08-09-2022,200.679993,203.009995,197.559998,202.869995,201.512894,2474700
09-09-2022,204.800003,209.570007,204.539993,209.070007,207.671417,1739400
12-09-2022,210.259995,215.830002,210.259995,213.839996,212.4095,2278900
13-09-2022,208.889999,210.270004,204.100006,205.339996,203.96637,1589800
14-09-2022,204.710007,205.460007,200.910004,205.009995,203.638565,1510700
15-09-2022,204.600006,206.160004,203.220001,204.869995,203.499512,3080200
16-09-2022,159.309998,161.839996,155,161.020004,159.942856,34201900
19-09-2022,160,165.350006,159.5,162.899994,161.810272,9425000
20-09-2022,161.169998,161.190002,157.050003,157.399994,156.347061,5372100
21-09-2022,157.169998,159.139999,153.25,153.25,152.224823,5491600
22-09-2022,152.619995,160.660004,150.339996,154.539993,153.506195,10265500
23-09-2022,149.770004,152.940002,146.649994,149.330002,148.331055,7195500
26-09-2022,148.470001,150.839996,142.399994,142.899994,141.944061,5698200
27-09-2022,143.5,145.589996,141.919998,144.949997,143.980347,4466400
28-09-2022,145.720001,151.110001,144.740005,149.990005,148.986633,4959200
29-09-2022,147.899994,152.610001,147.179993,152.309998,151.291107,5199200
30-09-2022,150.949997,153.369995,148.339996,148.470001,147.476807,3642600
03-10-2022,150.119995,152.660004,147.979996,151.460007,150.446808,2701200
04-10-2022,155.190002,159.610001,154.449997,159.119995,158.055557,10089400
05-10-2022,155.240005,158.940002,154.539993,156.869995,155.820602,7169300
06-10-2022,156.399994,158,154.820007,155.190002,154.151855,4254600
07-10-2022,152.509995,154.600006,148.960007,154.410004,153.377075,7783500
10-10-2022,155.889999,156.449997,152.149994,153.210007,152.185104,5310500
11-10-2022,151.529999,154.589996,151.080002,152.080002,151.062653,6045600
12-10-2022,152.070007,155.039993,151.649994,152.889999,151.867233,2468100
13-10-2022,150.440002,158.039993,148.929993,156.25,155.204758,2993400
14-10-2022,156.880005,158.410004,154.910004,156.960007,155.910019,2269800
17-10-2022,158.279999,159.869995,155.399994,156.979996,155.929871,3187000
18-10-2022,160.690002,161.419998,155.059998,156.300003,155.254425,3136200
19-10-2022,155.720001,156.699997,151.559998,152.960007,151.936768,3433700
20-10-2022,152.949997,155.399994,149.869995,150.139999,149.135635,3652100
21-10-2022,150.190002,153.860001,149.639999,153.229996,152.204956,6074900
24-10-2022,152.190002,156.490005,151.429993,154.759995,153.724716,2857600
25-10-2022,155.889999,157.330002,154.850006,155.800003,154.757767,3077700
26-10-2022,156.380005,159.169998,155.580002,157.960007,156.90332,3733800
27-10-2022,158.940002,160.300003,156.630005,156.910004,155.860352,1646700
28-10-2022,157.539993,160.529999,155.770004,160.369995,159.297195,2568600
31-10-2022,159.020004,162.229996,158.619995,160.279999,159.207794,1911000
01-11-2022,161.949997,162.550003,156.710007,158.190002,157.13179,2199500
02-11-2022,156.779999,160.199997,154.320007,154.559998,153.526062,2281900
03-11-2022,153,156.199997,151.339996,154.919998,153.883652,6053200
04-11-2022,157.220001,158.899994,154.100006,156.660004,155.612015,1473800
07-11-2022,157.899994,159.679993,157.039993,159.240005,158.174759,1711900
08-11-2022,160,163.289993,157.330002,159.539993,158.472748,3602700
09-11-2022,158,161.130005,157.619995,158.039993,156.982773,2257200
10-11-2022,162.699997,167.539993,162.699997,166,164.889542,3783100
11-11-2022,166.889999,176.899994,166.240005,175.610001,174.435242,4436500
14-11-2022,174.520004,178.889999,174.520004,174.759995,173.590927,2999100
15-11-2022,176.610001,179.509995,173.649994,176.259995,175.080902,5216900
16-11-2022,174,175.619995,169.559998,170.770004,169.627625,2388400
17-11-2022,169,171.639999,167.199997,171.539993,170.392471,1641100
18-11-2022,174,175.139999,172.110001,174.720001,173.551208,1845900
21-11-2022,173.929993,175.160004,172.869995,173.639999,172.478424,1385200
22-11-2022,174.910004,176.860001,174.550003,175.669998,174.494843,1457300
23-11-2022,175.809998,176.889999,175.270004,176.360001,175.180237,1758000
25-11-2022,177.25,177.770004,176.009995,176.699997,175.51796,445300
28-11-2022,175.75,176.240005,171.889999,173.210007,172.051315,2656900
29-11-2022,174.740005,178.449997,174.320007,177.820007,176.630478,1662900
30-11-2022,177.020004,183.059998,176.75,182.220001,181.001038,5013800
01-12-2022,182,183.550003,179.869995,180.449997,179.242874,1562500
02-12-2022,178.160004,182.460007,177.080002,181.410004,180.196457,2060000
05-12-2022,179.550003,179.919998,176.309998,176.600006,175.418625,1560700
06-12-2022,176.440002,176.570007,171.089996,173.050003,171.89238,2064100
07-12-2022,172.270004,174.289993,171.690002,172.279999,171.127518,1500200
08-12-2022,171.289993,174.660004,170.509995,171.910004,170.76001,2229500
09-12-2022,170.149994,174.830002,170.149994,172.330002,172.330002,1475000
